text,meta/source,_input_hash,_task_hash,options/0/id,options/0/text,options/1/id,options/1/text,options/2/id,options/2/text,options/3/id,options/3/text,options/4/id,options/4/text,options/5/id,options/5/text,options/6/id,options/6/text,_view_id,config/choice_style,answer,_timestamp,_annotator_id,_session_id,accept/0
"Pasta salad. Cook a bag of macaroni, small shells, spirals, whatever type of small pasta. Let it cool and stir in some chopped tomatoes, chopped basil, chopped black olives, maybe some corn, cucumber, or capsicum if it strikes your fancy, and like 1 tablespoon of balsamic or white vinegar and 2 tablespoons of olive oil. (Depending on how much pasta you used, add more oil and vinegar in that 2 oil:1 vinegar ratio until you get the taste and consistency you like, but not too much. Recipes are a bit variable on how much oil they specify.) It lasts pretty well for at least a few days in the fridge, though the basil will quickly lose its freshness, is on the cheap side, and is great in a plastic container for lunch.",homework2-DSBA6188-UNCC,583644616,1310231649,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902017,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
Try gnudi and corn tortillas.,homework2-DSBA6188-UNCC,-1832130272,-1947095393,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902025,2024-03-19_22-06-52,2024-03-19_22-06-52,MEXICAN
"Kenji of the food lab goes into a lot of detail on the right apples to use and why. He recommends Golden Delicious, Braeburn, and other referenced baking apples see the link below http://sweets.seriouseats.com/2011/10/the-food-lab-what-are-the-best-apples-for-apple-pies-how-to-make-pie.html",homework2-DSBA6188-UNCC,1968501389,846467242,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902094,2024-03-19_22-06-52,2024-03-19_22-06-52,
I would never spend $150 on a rice cooker when a $40 rice cooker accomplishes the task perfectly well. Same with any small appliance.,homework2-DSBA6188-UNCC,-2004839120,1230405382,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902097,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Try, try again... good luck!",homework2-DSBA6188-UNCC,309837151,-1124266369,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902098,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Actually sounds like a ""happy accident"" to me.",homework2-DSBA6188-UNCC,-1254641609,-2124117804,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902100,2024-03-19_22-06-52,2024-03-19_22-06-52,
Protein lots of it. Anything with protein. Especially chicken.,homework2-DSBA6188-UNCC,-246256273,1054187278,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902102,2024-03-19_22-06-52,2024-03-19_22-06-52,
"ok, here's your Friends reference upvote.",homework2-DSBA6188-UNCC,189536563,-68285687,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902104,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Yea flying with Eagles was pretty corny and now I understand why you might think I need your pity. Profession was supposed to be professed but I was on a train and listening to an audio book, so it slipped past me. My point was that if you're cooking quick and dirty, at home, bachelor style; microwaved chicken from frozen is damn good. I discovered it when I was trying to defrost it and ended up cooking it. Once I refined the process, I found the results easily comparable to anything done on the stove top, excepting for sear but we're talking about chicken here, and we're trying to not make a production out of the production, so searing isn't in context. If you're hell-bent on getting that crust, once it's cooked, get out the blow torch and put a sear on it. I've been in more than one restaurant that used this trick to get things looking nice... Anyways, have a nice day, next time your hungover and all the dishes are dirty, try microwaving some frozen chicken. If you wanna get fancy, throw some bacon and butter into the mix with some spice. One bowl, less then ten minutes. It's ugly but it taste damn good.",homework2-DSBA6188-UNCC,2028817121,1916244120,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902139,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
Was going to mention tilapia. It just tastes like the stuff you cook it in.,homework2-DSBA6188-UNCC,-598587327,492836526,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902184,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
It depends. Fat I'm... ok with. I react absolutely horribly to grease. I tend to eat as lean a meat as I can buy.,homework2-DSBA6188-UNCC,1715302512,110119047,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902186,2024-03-19_22-06-52,2024-03-19_22-06-52,
Have you tried MegaChef 30°N fish sauce?,homework2-DSBA6188-UNCC,-1214832308,-1641919240,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902220,2024-03-19_22-06-52,2024-03-19_22-06-52,CHINESE
i only save it if i know i will have a use for it. otherwise i let it cool-> solidify -> wipe if all off and throw it in the trash,homework2-DSBA6188-UNCC,641840390,1019852016,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902223,2024-03-19_22-06-52,2024-03-19_22-06-52,
I love to add a sprinkle of cinnamon when I make puttanesca,homework2-DSBA6188-UNCC,-1789457072,393560399,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902259,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
Can we see a picture? Some of us are visual critics.,homework2-DSBA6188-UNCC,612878151,-528289479,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902262,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Franks is the classic, but tabasco gives it another extra layer of flavor.",homework2-DSBA6188-UNCC,257144428,329260822,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902302,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
Mayonnaise - makes my skin crawl just thinking about it.,homework2-DSBA6188-UNCC,-1966473796,1542357495,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902306,2024-03-19_22-06-52,2024-03-19_22-06-52,FRENCH
http://www.skinnytaste.com/2009/04/baked-chicken-parmesan.html?m=1 I made this parmesan chicken the other week and it was surprisingly good for how simple it was. I made chicken parmesan sandwiches with the leftovers and you can probably think of some more variations too.,homework2-DSBA6188-UNCC,-2143761701,781075421,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902333,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
"also, make some pesto, then take some bell peppers, zuchini and squash slices, put under the broiler for just a little while and eat together",homework2-DSBA6188-UNCC,-797072092,155511435,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902362,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
http://i.imgur.com/7mEQdKj.jpg,homework2-DSBA6188-UNCC,2085400285,354505731,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902364,2024-03-19_22-06-52,2024-03-19_22-06-52,
"I use Bar Keepers Friend for my stainless cookware and find it works really well for these situations. Put a little in, fill it with enough water to go above the stain and microwave it till its just under boiling and let it sit for a few minutes. This method works great for coffee stains in your cups and mugs! You can also try this with lemon juice....I've had mixed results though.",homework2-DSBA6188-UNCC,-1291895309,1182148258,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902368,2024-03-19_22-06-52,2024-03-19_22-06-52,
"undersalt recipes... that seems to be the solution to america's problem of over-salted foods. It's darn near impossible to buy foods that are light on salt, let alone salt free. It was weird when we started cooking our own food and suddenly we actually started salting things.",homework2-DSBA6188-UNCC,2080543065,864234990,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902378,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"That's such a weird thing to say isn't it. So what if you cook alone.. people read alone, listen to music alone, paint alone etc.",homework2-DSBA6188-UNCC,188822102,-208034620,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902382,2024-03-19_22-06-52,2024-03-19_22-06-52,
I think it will be fine as long as no sweetners were added to it. It won't be the same consistency as whole milk but the milk in that recipe is basically just for whisking the lumps out of the flour.,homework2-DSBA6188-UNCC,1184800248,349790613,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902389,2024-03-19_22-06-52,2024-03-19_22-06-52,
"I'm from California and when I make scrambled eggs I use a little oil and cook them all the way thru, although I do like the taste of the creamy scrambled eggs as well just not my preference.",homework2-DSBA6188-UNCC,1656458406,645344916,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902392,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"Wow. Okay, if you must know, I spent most of my professional life as a college instructor. I had no idea this place was so full of bullies! All I wanted to do was share a bit of information that could have helped others who suffer from a painful, life-altering disease, and people attack! You must be very proud.",homework2-DSBA6188-UNCC,-1551703101,503311775,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902396,2024-03-19_22-06-52,2024-03-19_22-06-52,
"I love cooking and have been doing it for twenty years. I've made some really good dishes over the years, and some not so good as well. My problem is that I could never quite reproduce the taste each time I made it without using a recipe. My wife would ask me to make a dish that was really good last time, and it would turn out different. Not bad, mind you, but not the same as she was expecting. Recently, I've been delving more into good blogs and online recipes, and I have to say I'm hitting it out of the park! I still occasionally make changes to dishes that I'm more familiar with, since I'm pretty comfortable working with different flavors and cooking methods. FYI, just because you follow a recipe doesn't mean you're not a good cook. You still have to understand and do things right. On the flip side, I've known many people (my mom in particular; don't tell her I said so) who could follow the exact same recipe and end up with something really bad. Some things that I've been making and getting rave reviews lately on are nearly foolproof however, especially using a slow cooker. I've been trying to find the most creative and delicious slow cooker ethnic meals that I can think of. I take the complements because I found the recipe, bought the ingredients, followed the directions and ended up with way better food for my family and friends than they would have made themselves. I've had people say they've never had that particular food outside of a restaurant, or that they didn't know you could make that in a Crock Pot. I've had some people say it's some of the best food they've ever had! Following recipes helps you discover all the culinary treasures, many that you'd miss if you just made up your own dishes all the time. Do yourself a favor and accept the compliment.",homework2-DSBA6188-UNCC,-724671400,-920707719,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902426,2024-03-19_22-06-52,2024-03-19_22-06-52,
"https://www.seriouseats.com/2015/10/how-to-cook-shrimp-grill-poach-stir-fry-saute.html Once shelled and deveined put them in a baking soda and salt brine for 15-60min, then dry with paper towels before cooking. Use high heat and cooked until pink on outside and just turning opaque down the back (where the vein was). Cook up 1 or 2 first to test when to look for, you don't want overcooked shrimp.",homework2-DSBA6188-UNCC,-968176485,2024641385,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902483,2024-03-19_22-06-52,2024-03-19_22-06-52,INDIAN
"Souffles are dead easy in my experience. The only real trick is having the dish and the diner at the table at the same time, which is solved by artichokes first. The souffle can be assembled an hour or so before baking. In every case, one should avoid making a dish for the first time for a guest, but OP is ""an adept home cook"", so probably has made a souffle before. If not, then another dish would be a better choice.",homework2-DSBA6188-UNCC,151615426,-1595069461,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902505,2024-03-19_22-06-52,2024-03-19_22-06-52,FRENCH
Every day of college when we have practicals. Still haven't cut myself thankfully.,homework2-DSBA6188-UNCC,1575564894,2054699423,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902507,2024-03-19_22-06-52,2024-03-19_22-06-52,
This little video just made my day! Thank you for sharing.,homework2-DSBA6188-UNCC,-1379583285,250427328,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902509,2024-03-19_22-06-52,2024-03-19_22-06-52,
"I think you need some middle east or asian ""accents"". With respect, the menu sounds a bit 1980s. So for the cheese, try halloumi. Also you are offering 7 dishes but only one meat (chicken) dish, and no seafood; I reduce to 5 (3 salad/pasta, 2 mains) and maybe add a simple dessert. Another tip is hand made chocolates to accompany coffee, which are trivially easy - melt chocolate &amp; pour into a mold. Can be done days before and guests will think you are a genius. Hint: buy marked down goods at the supermarket, you will get to try all sorts of things out of your comfort zone.",homework2-DSBA6188-UNCC,1745746390,-1420821421,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902546,2024-03-19_22-06-52,2024-03-19_22-06-52,INDIAN
Shut her down,homework2-DSBA6188-UNCC,261404838,966433295,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902548,2024-03-19_22-06-52,2024-03-19_22-06-52,
Isnt the water just there to transfer the salt into the steak?,homework2-DSBA6188-UNCC,-1841969258,2038632749,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902552,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Are you Cantonese, OP?",homework2-DSBA6188-UNCC,1568757168,-1259793682,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902555,2024-03-19_22-06-52,2024-03-19_22-06-52,CHINESE
"Mark Bittman is your man. His cookbooks provide the basics of cooking, followed by basic recipes alongside several ways to change/expand them. It's fantastic.",homework2-DSBA6188-UNCC,-510808387,1528644600,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902558,2024-03-19_22-06-52,2024-03-19_22-06-52,
"It's just a pork sausage made with a much (much) higher percentage of fat, and various spices (such as paprika).",homework2-DSBA6188-UNCC,-625227003,1970764516,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902582,2024-03-19_22-06-52,2024-03-19_22-06-52,MEXICAN
"I like how you slipped thousand year eggs (you called them ""preserved"") in there like it's a ""beginner"" level thing. :) In my experience the colour the texture is very difficult for non-asians to accept. I try to relate it more to cheese than eggs.",homework2-DSBA6188-UNCC,947620043,-669229401,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902591,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Read a little further... Directly from the wiki article: ""Cold hives can result in a potentially serious, or even fatal, systemic reaction (anaphylactic shock). People with cold hives may have to carry an injectable form of epinephrine (like Epi-pen or Twinject) for use in the event of a serious reaction.""",homework2-DSBA6188-UNCC,1626015516,-544034995,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902596,2024-03-19_22-06-52,2024-03-19_22-06-52,
Turn any prime rib left over into a grilled steak sandwich.,homework2-DSBA6188-UNCC,1199738786,-155587506,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902616,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"It would certainly be convenient, but I was hoping to get a little creative with it. thanks for the suggestion though!",homework2-DSBA6188-UNCC,-1396330979,867101305,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902618,2024-03-19_22-06-52,2024-03-19_22-06-52,
I pulverized a few tablespoons of salt for popcorn just the other day! Nice fine sprinklable salt.,homework2-DSBA6188-UNCC,1268774488,1997021266,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902624,2024-03-19_22-06-52,2024-03-19_22-06-52,
I’m not sure. I think it works on salmon because it has a fairly assertive flavor profile - that might not translate to a white fish. You can always try it!,homework2-DSBA6188-UNCC,1718930457,102607363,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902626,2024-03-19_22-06-52,2024-03-19_22-06-52,
Wait! Gash is one of my favorite smells and tastes!,homework2-DSBA6188-UNCC,76317898,-318557331,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902629,2024-03-19_22-06-52,2024-03-19_22-06-52,
Laura Calder who hosted (or maybe still hosts? I don't know if that show is still on) French Food at Home made Frenchified popcorn with herbes de provence and garlic butter. I've made it a few times and it is delicious!,homework2-DSBA6188-UNCC,-236855092,-1224846248,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902634,2024-03-19_22-06-52,2024-03-19_22-06-52,FRENCH
"Yeah, I bought some with a purple cap last time for work.",homework2-DSBA6188-UNCC,201876552,1364092585,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902637,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Make Chicken Broccoli Alfredo! Alfredo is quick and easy to make. And if you don't want to make it, buy your favorite jarred kind. Slice up the chicken, cook it, and steam your broocoli (or cook it with the pasta...that would work, right?) and toss it all together. Add some red pepper flakes for good measure. Yum stuff.",homework2-DSBA6188-UNCC,-249843639,1965917110,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902642,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
"This might sound strange but tteokbokki (spicy korean rice cakes) are surprisingly cheap if you make them from scratch. By either buying rice flour or processing your own the process doesn’t take too long and can be easily kept for a long time in the freezer. Plenty of recipes online on how to make them, and just cook them in a sauce mainly consisting of gochujang, and add some vegetables to your liking (onion, cabbage, zucchini etc.)",homework2-DSBA6188-UNCC,1720647125,-1373197044,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902652,2024-03-19_22-06-52,2024-03-19_22-06-52,JAPANESE
My Italian mom and nonna just rattled from beyond the grave.,homework2-DSBA6188-UNCC,1602858240,186444663,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902659,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
"rare i would prefer just a tiny bit more done, med rare, for me. you got a nice sear, extra point for that",homework2-DSBA6188-UNCC,-2084899678,900710930,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902663,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Wait, does he not know you did this? Honestly, this would be a disaster for me. Yes, spices do lose their potency over time but I have a mental timeline of how old my spices are and use more than a recipe calls for if i know something is old. And I also have a mental list of what spices I own. You'd better be prepared to make a lot of quick runs to the store with no notice, for when he discovers that you threw out something that he needs to use *right now* because he had no idea he no longer owns a bottle of spanish paprika. Be prepared for your husband to be pissed about this. I know I would be.",homework2-DSBA6188-UNCC,-694196609,-3286164,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902690,2024-03-19_22-06-52,2024-03-19_22-06-52,INDIAN
"also be careful with boiling vinegar, you absolutely want to open the pot away from yourself.",homework2-DSBA6188-UNCC,-1969020025,-1807006024,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902693,2024-03-19_22-06-52,2024-03-19_22-06-52,
Tabasco brand soy sauce is my favorite.,homework2-DSBA6188-UNCC,-394196116,-1967590111,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902716,2024-03-19_22-06-52,2024-03-19_22-06-52,JAPANESE
"> There is almost no benefit to making your own sauce, buy a nice fresh jarred one and use that. Making your own tomato sauce from canned tomatoes, basil, oregano, and olive oil is ridiculously simple and quick. Since he's making multiple pizzas, it's definitely worth it to make the sauce in a saucepan. The jarred sauces are unnecessarily sugary and salty. Edit: You can also dip the finished pizza into any leftover sauce.",homework2-DSBA6188-UNCC,1907193119,1958505185,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902795,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
Oooo yeah!!,homework2-DSBA6188-UNCC,-2123962470,-1143046954,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902797,2024-03-19_22-06-52,2024-03-19_22-06-52,
"With wild salmon, it should actually be less fishy than farmed. It's less fatty because it has to fight its way upstream. That might be part of the reason.",homework2-DSBA6188-UNCC,1041676568,1729815020,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902817,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"What are you talking about? Nothing I posted is specific to sous vide, it's a summary of a few studies that just happens to have been part of an article about sous vide cooking.",homework2-DSBA6188-UNCC,807754595,1179216243,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902820,2024-03-19_22-06-52,2024-03-19_22-06-52,
pork belly is fine --- bacon is just salted pork belly.,homework2-DSBA6188-UNCC,1368114843,-2033115248,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902831,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
Cheese + mustard is pretty solid (certain cheeses need not apply),homework2-DSBA6188-UNCC,-890852074,-1122139109,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902842,2024-03-19_22-06-52,2024-03-19_22-06-52,FRENCH
